224	1	None None None None	Store HASA Table	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
225	1	None None None None	Store HASA Schedule	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
226	1	None None None None	Store HASA Employee	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
227	1	None None None None	Employee CONTAINS Mixer Skills	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input7.amin	
228	1	None None None None	Product Backlog example	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
229	1	None None None None	This means they must be identified by their parent item,	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
230	1	None None None None	Identifying the parent brings in all the parent's detail,	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
231	1	None None None None	notes, questions, supplementals, etc. so that data	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
232	1	None None None None	entry is not repeated.	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
233	1	None None None None	One of the things this type of result file could be used for is printing User Story cards	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
234	1	None None None None	LABEL: Product Backlog	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
235	1	None None None None	Buy Lemonade (IM/Text Hack) PARENT Buy Lemonade	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
236	1	None None None None	NOTE: People SMS their order to our bot while in-line. Order placed automatically	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
237	1	None None None None	if you want to add points or other tagged data	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
238	1	None None None None	Use Coupon (Gesture-based) PARENT Buy Lemonade	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
239	1	None None None None	NOTE: When they're actually ordering, hand gestures read by 3D kinect system gives discount	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
240	1	None None None None	Points: 8	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
241	1	None None None None	Also note that there's a MISC and ALL parent	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
242	1	None None None None	TASK	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
243	1	None None None None	Upgrade test store O/S and drivers PARENT ALL	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
244	1	None None None None	Team training for new POS API PARENT ALL	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
245	1	None None None None	AWS script clean-up PARENT MISC	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
246	1	None None None None	TESTGROUP	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
247	1	None None None None	Upgrade to Version 4.0 regression tests PARENT ALL	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
248	1	None None None None	BUGS	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
249	1	None None None None	Order total ringing up wrong PARENT Buy Lemonade	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
250	1	None None None None	New SKU size not saving PARENT Count Inventory	E:\Dropbox\source\git-repos\easyam\easyam\bin\Debug\input8.amin	
